popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
61,0.702,0.735,7,-10.458,0,0.0465,0.243,0.117,0.474,0.687,105.177,346667
47,0.742,0.839,0,-5.321,1,0.047,0.00295,0.000615,0.325,0.569,116.296,198280
71,0.533,0.905,2,-5.27,1,0.0754,0.00876,0.578,0.0698,0.486,108.9,170813
68,0.378,0.974,6,-4.055,1,0.194,0.00192,0.0139,0.0588,0.824,203.715,169187
71,0.834,0.878,8,-9.484,1,0.15,0.0461,0,0.334,0.418,102.848,258688
60,0.405,0.152,0,-13.901,1,0.0395,0.979,9.07E-05,0.104,0.383,61.34,245040
71,0.601,0.574,2,-8.166,1,0.03,0.579,1.14E-05,0.216,0.8,147.964,214080
34,0.32,0.943,6,-5.789,0,0.126,0.00497,0.192,0.0984,0.49,166.524,178293
47,0.371,0.854,2,-5.91,1,0.0288,4.84E-06,0.845,0.0617,0.568,97.517,196600
71,0.521,0.301,4,-7.118,0,0.0356,0.836,0,0.398,0.621,137.382,125227
48,0.592,0.627,10,-10.14,1,0.0662,0.55,0,0.43,0.909,79.567,111240
63,0.813,0.693,10,-8,0,0.266,0.0341,0,0.121,0.618,103.508,391693
79,0.689,0.694,6,-5.83,0,0.027,0.257,0,0.148,0.482,99.039,213307
40,0.374,0.895,4,-4.552,1,0.0351,0.000163,0.0119,0.164,0.533,113.992,166400
62,0.85,0.657,9,-7.078,0,0.166,0.14,0.0192,0.0939,0.843,137.971,265667
55,0.672,0.243,0,-11.634,1,0.0281,0.774,1.79E-05,0.082,0.689,127.716,161640
71,0.619,0.22,0,-13.843,1,0.0672,0.782,1.19E-05,0.124,0.426,75.143,258835
71,0.762,0.651,0,-13.34,1,0.0655,0.00198,0.856,0.111,0.941,130.395,449160
57,0.682,0.612,8,-7.004,0,0.0381,0.284,0,0.0783,0.845,127.647,163280
64,0.694,0.881,1,-4.053,0,0.0701,0.0153,0.0196,0.0851,0.924,121.554,231787
45,0.327,0.84,0,-6.068,0,0.107,0.146,0.00013,0.144,0.655,94.723,200173
81,0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.818,291293
65,0.456,0.47,2,-9.564,1,0.0294,0.513,3.76E-05,0.444,0.639,120.336,149467
47,0.606,0.0977,3,-15.668,1,0.0451,0.962,0.00148,0.126,0.551,105.593,139693
68,0.426,0.584,1,-5.293,1,0.296,0.0383,0,0.192,0.272,193.438,192587
81,0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,140773
73,0.523,0.769,4,-5.855,1,0.0269,0.04,0,0.136,0.876,136.162,244587
61,0.258,0.139,2,-13.522,1,0.0317,0.868,0.00149,0.1,0.139,77.995,345400
38,0.459,0.889,1,-3.245,1,0.0486,0.451,0.112,0.306,0.454,115.669,423680
81,0.78,0.768,6,-4.325,0,0.238,0.0371,2.34E-06,0.518,0.507,80.063,404107
63,0.451,0.364,9,-13.126,1,0.0436,0.469,0,0.197,0.298,154.206,444053
60,0.389,0.745,3,-6.998,1,0.0384,0.777,0.00159,0.143,0.271,83.037,214880
50,0.589,0.963,10,-3.803,1,0.0407,0.00742,0.468,0.0928,0.911,118.851,234360
78,0.623,0.449,5,-13.333,1,0.0253,0.212,0,0.0613,0.572,84.383,256000
64,0.75,0.444,4,-8.63,1,0.0403,0.12,3.69E-06,0.118,0.849,111.919,157160
72,0.59,0.828,0,-6.28,1,0.0439,0.277,5.57E-06,0.0868,0.636,111.353,329680
68,0.647,0.582,10,-9.538,0,0.0755,0.41,1.93E-06,0.0715,0.915,167.396,146480
75,0.763,0.786,10,-6.472,0,0.229,0.0146,0.0114,0.0817,0.504,93.857,325507
53,0.745,0.586,0,-12.487,1,0.0359,0.457,0.000295,0.119,0.604,115.857,456640
79,0.464,0.795,1,-9.267,1,0.0926,0.0493,0.00244,0.399,0.612,158.691,202267
78,0.377,0.681,7,-8.039,1,0.0298,0.00088,0.0023,0.0504,0.285,108.789,285133
57,0.546,0.537,2,-7.44,1,0.0268,0.000135,0.287,0.125,0.0923,109.908,296227
43,0.782,0.777,4,-8.434,0,0.0409,0.304,0.00113,0.0752,0.872,122.431,449013
76,0.516,0.549,6,-13.741,1,0.0373,0.501,0.00572,0.184,0.907,176.941,288733
62,0.245,0.542,7,-7.159,1,0.0324,0.147,4.05E-06,0.102,0.365,204.824,211960
79,0.466,0.833,7,-4.215,1,0.304,0.0266,0,0.0327,0.661,88.785,313573
63,0.192,0.392,5,-11.667,1,0.0328,0.326,0.000199,0.248,0.391,172.312,186200
79,0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,211067
60,0.614,0.763,4,-8.949,0,0.133,0.171,0,0.119,0.885,84.236,313707
76,0.675,0.597,5,-11.329,1,0.0337,0.0534,0,0.0986,0.828,108.875,161160
78,0.554,0.315,3,-11.028,1,0.0298,0.828,5.53E-06,0.101,0.325,128.157,241787
70,0.659,0.585,7,-8.189,1,0.0288,0.623,0.000213,0.348,0.784,104.111,158427
67,0.547,0.308,0,-11.75,1,0.0377,0.505,0,0.109,0.41,114.719,217747
79,0.307,0.433,1,-10.057,1,0.029,0.388,9.08E-05,0.332,0.224,160.9,266960
71,0.805,0.602,0,-9.7,0,0.0579,0.119,0.000122,0.0581,0.744,94.382,238600
62,0.727,0.387,1,-12.333,1,0.0412,0.248,0.0102,0.0625,0.966,160.395,150400
53,0.841,0.655,8,-8.15,1,0.239,0.208,3.05E-06,0.291,0.865,108.442,170507
67,0.471,0.021,10,-24.385,1,0.0366,0.931,1.19E-06,0.103,0.356,107.796,164573
51,0.715,0.0885,9,-20.682,0,0.0521,0.00485,0.00694,0.155,0.544,125.383,268827
47,0.443,0.309,7,-9.75,1,0.0267,0.666,0.000785,0.0813,0.178,140.749,344387
67,0.886,0.512,10,-11.825,0,0.237,0.207,0,0.0991,0.454,93.997,308733
57,0.637,0.189,7,-10.726,1,0.0471,0.721,0,0.0939,0.695,120.142,255002
69,0.859,0.75,8,-8.325,0,0.303,0.0193,0,0.0538,0.857,98.691,345717
72,0.31,0.403,0,-13.664,1,0.0326,0.0726,9.27E-05,0.139,0.466,134.48,318027
70,0.515,0.534,6,-8.045,1,0.0768,0.181,0.00278,0.0547,0.426,70.776,145747
58,0.576,0.727,4,-9.973,0,0.05,0.702,0,0.324,0.751,173.854,141293
68,0.846,0.595,0,-8.372,1,0.0439,0.0904,1.96E-06,0.063,0.78,101.632,196827
81,0.779,0.867,3,-3.704,0,0.0457,0.0491,7.98E-06,0.197,0.915,138.858,258040
72,0.511,0.574,5,-7.016,1,0.0273,0.0425,2.33E-05,0.105,0.161,119.917,280040
70,0.519,0.46,11,-14.53,1,0.0688,0.823,5.97E-05,0.243,0.675,132.082,178200
45,0.436,0.375,6,-13.856,1,0.0284,0.165,0,0.294,0.49,107.386,184880
55,0.365,0.77,9,-10.492,1,0.0764,0.21,0.136,0.503,0.37,130.603,214640
74,0.575,0.318,0,-16.729,1,0.109,0.683,0.000202,0.0934,0.385,104.522,254173
67,0.423,0.298,11,-15.453,0,0.0276,0.116,0.0685,0.0728,0.182,63.581,382280
86,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088
62,0.542,0.822,0,-7.201,1,0.0291,0.0745,0.00947,0.0645,0.772,130.011,239560
56,0.588,0.948,8,-4.073,1,0.0974,0.147,7.92E-05,0.0787,0.962,137.294,134067
61,0.552,0.313,5,-12.41,1,0.0296,0.916,0.0017,0.12,0.303,88.554,202773
42,0.361,0.645,4,-15.931,1,0.0461,0.00278,0.0248,0.11,0.874,154.868,245667
57,0.49,0.536,7,-10.83,1,0.0382,0.0391,0.371,0.116,0.732,118.008,638427
33,0.598,0.274,4,-15.065,0,0.0623,0.389,0,0.979,0.789,147.218,330427
73,0.399,0.258,5,-16.028,1,0.033,0.792,1.86E-06,0.128,0.192,108.174,137520
57,0.43,0.33,6,-10.621,1,0.0353,0.876,0,0.105,0.316,108.824,187667
74,0.55,0.824,2,-5.988,1,0.0334,0.448,0.000127,0.366,0.777,114.512,214733
73,0.404,0.43,4,-12.327,1,0.224,0.538,0,0.0802,0.641,180.061,148053
72,0.689,0.735,2,-4.545,1,0.267,0.00922,0.00072,0.365,0.059,171.403,320627
64,0.429,0.668,4,-7.539,0,0.044,0.208,0,0.538,0.398,77.737,211067
43,0.675,0.21,4,-13.124,1,0.0288,0.866,0.00121,0.123,0.635,111.022,166000
64,0.39,0.31,5,-14.545,1,0.0676,0.794,0,0.379,0.584,177.515,330533
77,0.414,0.161,7,-22.32,0,0.0318,0.883,0.000223,0.117,0.423,159.375,199493
69,0.642,0.427,3,-8.471,1,0.0402,0.871,0.0904,0.124,0.404,82.344,124001
65,0.729,0.856,10,-4.164,0,0.035,0.0658,0.00832,0.0691,0.804,116.467,285093
62,0.566,0.385,7,-11.272,1,0.0304,0.796,7.63E-06,0.103,0.571,114.227,258067
75,0.489,0.724,5,-8.367,1,0.0352,0.313,0.185,0.287,0.15,117.292,300400
63,0.507,0.763,0,-12.732,1,0.0945,0.172,0.886,0.324,0.708,176.193,186853
62,0.286,0.907,7,-9.67,1,0.0374,0.000277,0.202,0.0837,0.746,156.395,417800
68,0.623,0.709,1,-9.818,0,0.0636,0.102,0,0.0967,0.948,122.394,165381
45,0.618,0.903,0,-5.691,1,0.0298,0.0213,0.000305,0.086,0.769,103.959,197533
56,0.821,0.376,0,-13.622,1,0.0487,0.669,1.39E-05,0.106,0.824,119.039,170000
75,0.838,0.794,9,-8.245,0,0.0531,0.22,0,0.0575,0.962,132.446,205467
69,0.699,0.641,2,-7.564,1,0.0289,0.13,0.000218,0.0601,0.728,120.745,187213
42,0.499,0.446,0,-7.971,1,0.0266,0.38,0.00012,0.212,0.546,136.384,162760
80,0.442,0.943,3,-3.205,1,0.0602,0.00293,8.71E-06,0.091,0.781,85.064,181533
81,0.601,0.532,10,-9.119,1,0.0286,0.432,6.25E-06,0.0925,0.341,136.571,281613
71,0.483,0.615,2,-8.538,1,0.0497,0.452,0.000414,0.0512,0.594,80.576,517125
29,0.511,0.557,11,-4.656,1,0.0261,0.682,0,0.179,0.746,137.012,142507
51,0.611,0.35,5,-14.48,1,0.0356,0.499,7.84E-06,0.0844,0.36,76.064,200579
82,0.843,0.806,4,-5.946,0,0.269,0.143,0,0.0771,0.613,94.948,270507
45,0.6,0.91,3,-6.98,1,0.0497,0.0406,0.561,0.0642,0.619,137.361,217973
53,0.654,0.799,0,-6.92,1,0.0501,0.0706,0,0.0844,0.755,133.731,199733
55,0.43,0.173,8,-18.597,1,0.0321,0.594,0.000111,0.224,0.365,72.103,195333
72,0.605,0.574,2,-10.536,1,0.0377,0.559,0.113,0.0684,0.543,129.449,350267
58,0.898,0.365,0,-10.452,1,0.0462,0.159,9.28E-06,0.132,0.563,98.53,226240
67,0.737,0.88,6,-6.449,1,0.0433,0.00379,0.00351,0.417,0.329,115.998,316813
67,0.726,0.696,4,-8.017,1,0.0333,0.00114,0.0771,0.0563,0.41,114.691,252187
82,0.717,0.653,1,-5.634,1,0.0658,0.229,0,0.101,0.412,106.966,207320
64,0.587,0.133,9,-15.151,0,0.0565,0.186,2.26E-05,0.258,0.068,102.938,201733
48,0.391,0.883,7,-5.973,1,0.0442,0.264,0,0.157,0.927,75.442,141333
73,0.851,0.406,1,-11.631,1,0.0661,0.219,6.41E-06,0.0853,0.792,97.84,226880
81,0.5,0.748,4,-9.072,1,0.0363,0.127,0,0.447,0.514,118.852,250987
47,0.902,0.743,7,-11.136,1,0.229,0.000755,0.00104,0.0555,0.423,98.944,228267
78,0.65,0.306,9,-9.443,1,0.0393,0.57,7.07E-06,0.0707,0.605,118.068,180056
68,0.556,0.57,2,-9.472,1,0.0393,0.0118,0.000526,0.198,0.304,126.01,165227
73,0.773,0.414,6,-7.436,0,0.0961,0.00411,3.40E-05,0.0733,0.289,99.993,227880
76,0.412,0.902,9,-11.6,1,0.405,0.0484,0.131,0.405,0.422,89.74,333893
72,0.769,0.505,1,-7.345,1,0.0829,0.311,7.49E-05,0.0777,0.757,171.804,279507
70,0.677,0.852,5,-10.856,1,0.045,0.225,3.95E-05,0.0595,0.93,91.691,390862
63,0.359,0.949,0,-7.649,1,0.101,0.0556,0.000396,0.236,0.212,134.118,212480
23,0.646,0.629,9,-5.356,1,0.0361,0.735,0,0.297,0.909,127.581,135840
71,0.942,0.641,7,-10.15,1,0.0333,0.331,0.179,0.028,0.966,114.443,296147
61,0.414,0.249,1,-12.674,1,0.0369,0.894,8.37E-06,0.188,0.341,142.442,163360
77,0.443,0.403,0,-8.339,1,0.0322,0.631,0,0.111,0.41,143.462,243027
40,0.457,0.687,2,-7.872,1,0.0411,0.0182,0.0079,0.231,0.673,158.952,171200
72,0.711,0.362,3,-10.851,0,0.0381,0.272,0,0.127,0.616,117.287,194293
83,0.515,0.43,7,-9.935,1,0.0372,0.0097,0.000133,0.129,0.104,91.844,238640
75,0.592,0.355,9,-14.051,1,0.0352,0.478,0,0.0585,0.499,133.032,216773
55,0.767,0.776,2,-8.915,1,0.144,0.0143,0,0.326,0.608,111.686,301893
75,0.274,0.348,5,-8.631,1,0.0293,0.547,0.0133,0.334,0.328,87.43,179693
82,0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04,198800
65,0.716,0.85,8,-9.949,1,0.0426,0.0631,0.00133,0.189,0.821,125.474,222600
82,0.666,0.855,9,-5.051,0,0.0295,0.179,1.20E-06,0.0987,0.803,125.639,268427
64,0.369,0.758,5,-5.871,1,0.0364,0.623,1.78E-05,0.531,0.663,140.71,288720
54,0.449,0.375,0,-9.329,1,0.0286,0.302,2.41E-06,0.144,0.466,133.845,181413
62,0.813,0.619,7,-8.203,1,0.0294,0.245,0.0151,0.113,0.774,114.58,139507
71,0.437,0.94,9,-6.946,1,0.0426,0.0524,0.000573,0.222,0.48,151.417,212013
75,0.479,0.549,11,-10.551,0,0.373,0.57,0.0235,0.127,0.576,180.985,252187
62,0.728,0.681,9,-10.943,1,0.221,0.61,0,0.0559,0.578,115.944,376800
70,0.442,0.384,10,-14.635,1,0.0414,0.639,7.70E-05,0.0539,0.216,123.281,235987
77,0.469,0.538,8,-13.559,1,0.0571,0.305,0.00012,0.37,0.886,196.605,176333
67,0.665,0.834,4,-7.737,1,0.0576,0.21,0,0.452,0.411,105.292,249493
17,0.768,0.806,3,-9.252,1,0.081,0.753,0,0.122,0.745,117.422,142094
67,0.502,0.941,7,-5.194,1,0.0716,0.000346,0.319,0.553,0.124,119.783,219987
69,0.38,0.0993,2,-20.567,1,0.0509,0.914,2.32E-05,0.0605,0.44,174.874,165427
79,0.702,0.773,10,-9.256,0,0.0343,0.0288,0.00871,0.147,0.953,103.564,285373
72,0.688,0.435,9,-11.359,1,0.0323,0.449,0,0.113,0.435,103.239,146333
20,0.314,0.58,9,-8.724,1,0.0539,0.969,0.356,0.199,0.417,138.122,618208
54,0.493,0.887,6,-4.297,0,0.4,0.00661,0,0.103,0.551,89.157,234627
70,0.41,0.854,2,-5.609,1,0.0366,0.00236,0,0.133,0.456,174.584,258907
77,0.332,0.214,4,-12.518,1,0.0349,0.845,5.62E-06,0.0839,0.11,67.531,271093
71,0.662,0.739,9,-5.354,0,0.0322,0.00206,0.0603,0.113,0.382,130.999,188960
38,0.564,0.875,7,-9.052,1,0.0485,0.494,0.000121,0.355,0.963,166.324,127387
63,0.675,0.68,4,-5.01,0,0.256,0.0655,0,0.354,0.845,155.698,259040
69,0.603,0.271,5,-10.083,1,0.0284,0.679,0,0.141,0.405,110.89,165333
75,0.386,0.607,10,-7.7,1,0.0261,0.0112,1.38E-05,0.088,0.532,147.207,425653
81,0.454,0.91,6,-7.766,1,0.0448,0.0866,0.0996,0.116,0.629,125.116,354520
61,0.701,0.788,2,-5.611,1,0.0425,0.148,0.625,0.0977,0.795,142.584,462267
61,0.615,0.91,11,-4.248,1,0.0347,0.5,0.511,0.281,0.77,111.013,226333
73,0.898,0.271,7,-12.238,1,0.091,0.0135,0.00138,0.0461,0.742,111.485,226240
74,0.756,0.397,7,-10.701,0,0.0522,0.57,0.0115,0.0542,0.507,101.985,199396
49,0.432,0.605,4,-6.941,1,0.0306,0.673,0,0.129,0.647,109.227,681400
84,0.73,0.769,8,-5.114,1,0.0298,0.138,0,0.0473,0.507,104.948,228093
59,0.679,0.645,7,-9.765,1,0.0442,0.032,0.868,0.152,0.826,125.844,279520
63,0.54,0.681,4,-5.44,1,0.0508,0.808,0,0.162,0.794,88.385,307053
77,0.403,0.422,7,-13.964,0,0.0373,0.134,2.05E-05,0.0861,0.378,122.728,241293
58,0.607,0.599,3,-8.908,0,0.0282,0.0253,0,0.188,0.735,119.842,178533
58,0.462,0.84,2,-6.667,1,0.0346,5.05E-05,6.47E-05,0.0893,0.805,75.542,246440
67,0.713,0.258,9,-14.59,1,0.0384,0.877,0.00606,0.0967,0.56,98.805,176533
70,0.314,0.797,0,-9.026,1,0.038,0.0057,5.59E-05,0.0718,0.569,145.393,351627
65,0.28,0.344,0,-12.577,1,0.0293,0.715,0.00642,0.133,0.232,171.143,277160
74,0.896,0.621,5,-6.857,0,0.237,0.00532,0,0.196,0.818,121.966,206080
60,0.401,0.189,0,-11.189,1,0.0287,0.871,0,0.0968,0.357,94.509,125320
78,0.711,0.292,4,-15.523,0,0.037,0.313,0,0.131,0.194,103.951,296800
72,0.487,0.382,7,-10.889,1,0.0309,0.0422,4.74E-06,0.411,0.714,116.557,261280
72,0.602,0.609,0,-7.803,1,0.0243,0.0382,0.0002,0.128,0.337,93.06,329160
65,0.87,0.657,2,-7.32,1,0.0522,0.149,0.0102,0.053,0.893,110.596,495400
63,0.421,0.661,9,-13.126,1,0.0433,0.414,1.16E-06,0.0962,0.554,100.965,341627
71,0.149,0.206,3,-13.888,1,0.0323,0.822,0.000649,0.115,0.264,79.764,293120
82,0.697,0.832,9,-7.264,1,0.0298,0.168,0.00131,0.269,0.979,125.926,215093
72,0.385,0.783,9,-2.533,1,0.233,0.000269,0.47,0.108,0.902,176.701,134467
73,0.674,0.537,1,-10.971,0,0.0363,0.566,0,0.131,0.809,110.578,161533
77,0.392,0.534,0,-8.793,1,0.0369,0.245,0.00104,0.155,0.325,181.305,276187
79,0.338,0.34,9,-12.049,0,0.0339,0.58,0.0032,0.116,0.197,82.433,482830
65,0.629,0.547,10,-13.123,0,0.055,0.72,0.00314,0.0604,0.197,108.375,298933
49,0.945,0.637,10,-9.725,0,0.209,0.023,3.35E-06,0.0834,0.728,100.607,429293
72,0.63,0.551,9,-9.28,1,0.0549,0.373,5.75E-05,0.103,0.518,143.868,274493
51,0.819,0.605,2,-13.83,0,0.132,0.669,0.0163,0.199,0.797,108.892,185533
71,0.884,0.677,1,-5.603,1,0.283,0.0778,0,0.0732,0.584,101.868,263227
72,0.624,0.842,5,-5.285,1,0.0376,0.264,2.11E-05,0.181,0.257,111.037,342680
65,0.502,0.333,7,-10.914,1,0.0264,0.699,0,0.222,0.729,96.982,174360
56,0.414,0.528,1,-7.733,1,0.0343,0.0495,0.00026,0.117,0.335,74.627,255400
45,0.673,0.792,7,-10.94,0,0.0427,0.0633,0.632,0.0771,0.964,125.72,225213
62,0.7,0.33,5,-9.027,1,0.0303,0.719,8.60E-05,0.136,0.524,98.605,178333
67,0.857,0.801,0,-6.499,1,0.0618,0.332,1.20E-06,0.0789,0.753,96.009,192600
73,0.535,0.505,2,-8.926,0,0.245,0.0393,0,0.0923,0.495,99.935,320267
60,0.615,0.931,3,-7.8,1,0.273,0.0352,2.23E-05,0.0915,0.525,137.544,309093
78,0.414,0.428,0,-11.097,1,0.0278,0.382,0.000243,0.148,0.282,145.075,377093
78,0.447,0.848,2,-6.175,1,0.222,0.033,7.46E-05,0.65,0.485,172.253,205200
75,0.796,0.766,7,-5.974,1,0.238,0.0742,0,0.0827,0.558,110.034,219333
84,0.92,0.654,11,-3.051,0,0.0401,0.0236,0.0158,0.0359,0.847,117.046,293827
78,0.572,0.418,0,-10.738,1,0.0349,0.635,0,0.0961,0.694,104.566,165000
69,0.671,0.256,7,-10.743,1,0.0387,0.608,0,0.0737,0.694,115.871,233560
68,0.527,0.923,2,-7.458,1,0.0379,0.000541,0.765,0.127,0.899,146.924,208453
77,0.438,0.805,8,-6.237,1,0.0624,0.00255,5.69E-05,0.0842,0.564,113.253,240800
62,0.746,0.978,9,-5.324,1,0.0978,0.0555,4.11E-05,0.026,0.653,153.809,304227
75,0.769,0.367,2,-11.226,1,0.0312,0.684,1.62E-05,0.081,0.535,103.621,163756
71,0.729,0.989,9,-4.613,0,0.049,0.0102,4.45E-05,0.443,0.84,126.47,352906
83,0.743,0.446,4,-7.807,0,0.0683,0.0039,0.118,0.337,0.278,123.596,232107
66,0.555,0.658,5,-3.866,1,0.0541,0.793,0,0.118,0.937,184.835,144227
58,0.777,0.816,4,-5.198,1,0.102,0.592,0.0212,0.253,0.897,129.563,126040
76,0.534,0.803,10,-9.129,1,0.0743,0.741,6.07E-05,0.307,0.969,167.983,161560
60,0.887,0.767,9,-4.311,1,0.295,0.38,0,0.0527,0.607,97.437,285760
77,0.723,0.863,2,-7.89,1,0.0338,0.0383,0.0317,0.128,0.931,136.302,222813
76,0.674,0.428,7,-9.504,1,0.122,0.121,0,0.132,0.337,84.878,190185
37,0.745,0.691,11,-8.093,0,0.284,0.000834,0,0.167,0.629,94.652,238413
69,0.644,0.919,2,-6.289,1,0.0561,0.181,0.134,0.622,0.871,117.459,259907
71,0.27,0.944,4,-4.199,1,0.0975,0.00501,2.05E-05,0.116,0.606,146.347,269920
67,0.693,0.201,1,-9.903,1,0.0288,0.9,0,0.112,0.679,100.836,263480
75,0.374,0.568,1,-3.825,0,0.109,0.219,0.00219,0.513,0.111,84.733,547733
65,0.364,0.457,4,-14.162,0,0.0675,0.29,0.000106,0.922,0.175,163.219,337413
75,0.49,0.758,7,-6.491,1,0.0297,0.000671,0.484,0.092,0.435,112.114,371413
69,0.511,0.769,4,-7.032,1,0.042,0.181,0,0.0921,0.818,129.657,160907
59,0.313,0.0437,6,-22.627,1,0.0315,0.989,0.148,0.209,0.0625,100.827,192867
64,0.674,0.857,6,-5.328,1,0.0346,0.0557,0.196,0.0942,0.278,117.028,285854
78,0.547,0.257,0,-12.358,1,0.0252,0.907,0.183,0.0935,0.169,75.752,187867
75,0.367,0.452,10,-10.422,1,0.0307,0.0353,0.00228,0.689,0.189,113.066,520787
72,0.39,0.397,0,-9.963,0,0.0513,0.287,0,0.207,0.246,144.031,354947
77,0.646,0.77,2,-6.596,0,0.226,0.00249,0,0.0715,0.681,99.165,236133
72,0.49,0.715,7,-5.549,1,0.0476,0.386,0,0.311,0.866,130.726,145747
46,0.577,0.401,1,-15.392,0,0.0286,0.302,1.40E-06,0.0918,0.512,107.369,199173
75,0.634,0.63,1,-8.277,0,0.031,0.447,0.039,0.17,0.489,118.628,270773
76,0.611,0.578,1,-14.171,1,0.0676,0.0598,0.0219,0.0983,0.884,100.625,266133
48,0.517,0.421,9,-10.772,1,0.0321,0.252,0,0.0933,0.447,117.198,171627
81,0.727,0.974,4,-2.261,0,0.0664,0.103,0.000532,0.174,0.965,79.526,235213
84,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800
71,0.797,0.75,0,-9.369,1,0.247,0.533,0.108,0.095,0.74,177.87,211120
70,0.39,0.502,10,-12.277,1,0.178,0.336,0.000138,0.0713,0.289,97.871,247320
71,0.283,0.716,1,-9.632,0,0.0986,0.447,0,0.399,0.828,201.96,233000
83,0.502,0.912,1,-4.556,1,0.0564,2.55E-05,0.000173,0.106,0.72,116.761,301920
72,0.482,0.721,0,-6.839,1,0.0321,0.731,0,0.189,0.557,95.263,369600
68,0.212,0.383,10,-10.071,1,0.0347,0.723,0,0.299,0.452,173.79,191160
57,0.797,0.582,2,-12.97,1,0.255,0.00484,2.04E-06,0.517,0.415,105.974,282640
73,0.805,0.558,0,-5.226,1,0.041,0.164,2.20E-05,0.0546,0.965,114.95,147600