popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
28,0.726,0.771,1,-4.501,1,0.262,0.00825,0,0.339,0.436,156.605,263360,4
4,0.653,0.777,5,-3.156,0,0.0635,0.276,1.80E-06,0.252,0.621,79.994,228288,4
12,0.669,0.694,11,-4.976,0,0.518,0.435,0,0.272,0.642,82.753,294400,4
7,0.495,0.566,7,-12.391,1,0.362,0.474,2.22E-05,0.183,0.381,150.867,243961,4
9,0.405,0.722,1,-5.005,1,0.27,0.33,0,0.363,0.399,66.958,136595,4
33,0.862,0.646,4,-7.216,0,0.26,0.0359,0,0.0363,0.658,97.998,236480,4
12,0.545,0.731,11,-6.081,1,0.325,0.652,0,0.441,0.805,79.469,192186,4
27,0.728,0.716,10,-10.252,0,0.226,0.586,0,0.11,0.72,119.128,241998,4
10,0.83,0.659,2,-8.869,1,0.365,0.0158,0,0.39,0.574,99.25,138359,4
52,0.549,0.613,0,-5.748,1,0.208,0.111,0,0.105,0.475,141.183,241702,4
7,0.676,0.899,11,-3.43,1,0.438,0.278,0,0.244,0.708,86.243,260076,4
0,0.616,0.816,0,-4.72,1,0.177,0.314,0,0.842,0.482,96.051,218467,4
38,0.811,0.665,1,-6.584,1,0.231,0.0228,3.50E-06,0.138,0.619,88.026,296542,4
52,0.483,0.693,0,-6.646,0,0.0908,0.285,2.27E-06,0.117,0.648,183.954,230431,4
31,0.607,0.422,10,-13.364,0,0.499,0.209,0,0.0839,0.563,130.47,226987,3
4,0.885,0.569,6,-13.816,1,0.356,0.0539,0.00166,0.11,0.54,95.035,241720,4
16,0.752,0.97,5,-4.167,1,0.0943,0.0556,1.21E-06,0.0999,0.537,119.97,270720,4
0,0.644,0.767,1,-5.289,1,0.223,0.0604,0,0.342,0.336,152.486,204373,4
16,0.706,0.807,8,-3.046,0,0.272,0.0217,0,0.279,0.648,92.915,196893,4
4,0.696,0.596,0,-8.91,0,0.39,0.0434,0.000111,0.0848,0.719,93.874,276627,4
16,0.79,0.595,10,-7.463,0,0.276,0.0578,0,0.296,0.63,92.266,230107,4
0,0.692,0.491,8,-13.206,1,0.0365,0.00488,0.764,0.358,0.652,88.067,212720,4
31,0.877,0.821,6,-6.966,1,0.141,0.0196,4.00E-06,0.187,0.858,107.889,227827,4
13,0.8,0.598,1,-8.012,1,0.0684,0.188,0,0.201,0.69,140.025,192000,4
45,0.722,0.578,10,-5.023,0,0.311,0.0248,0,0.0743,0.354,178.902,229169,4
13,0.431,0.775,6,-6.767,0,0.477,0.199,0,0.892,0.442,78.745,260598,4
3,0.768,0.613,6,-11.142,0,0.284,0.0393,4.98E-05,0.371,0.575,87.956,258347,4
6,0.489,0.663,11,-10.249,0,0.504,0.206,0,0.0972,0.746,79.554,275627,4
33,0.741,0.801,11,-4.84,1,0.275,0.147,2.73E-05,0.0821,0.561,193.911,294053,4
5,0.43,0.608,0,-6.671,0,0.126,0.143,0,0.201,0.262,181.407,101562,4
19,0.943,0.803,7,-3.972,0,0.182,0.334,0,0.106,0.836,101.368,264615,4
1,0.525,0.889,6,-4.367,1,0.317,0.289,0,0.388,0.733,85.472,240053,4
15,0.455,0.801,1,-6.343,0,0.476,0.0695,0,0.242,0.436,77.396,163267,4
14,0.606,0.907,10,-4.34,1,0.306,0.038,0,0.341,0.642,80.007,265440,4
6,0.809,0.581,0,-10.86,1,0.172,0.594,0,0.0805,0.702,100.017,258664,4
38,0.661,0.664,1,-7.004,1,0.793,0.0205,0,0.515,0.711,199.123,231947,4
0,0.892,0.295,5,-14.493,0,0.29,0.00266,0.00365,0.0483,0.757,131.333,169427,4
8,0.403,0.86,2,-6.018,1,0.389,0.0955,0,0.278,0.702,67.313,171681,3
11,0.708,0.884,1,-4.333,1,0.161,0.0727,0,0.345,0.791,105.022,180640,4
0,0.727,0.647,0,-8.515,0,0.102,0.246,0,0.0852,0.338,150.06,133493,4
0,0.769,0.462,6,-11.646,1,0.0453,0.359,0.000275,0.275,0.178,119.965,211766,4
3,0.656,0.833,11,-7.284,0,0.394,0.447,0,0.175,0.779,79.754,231000,4
0,0.737,0.796,10,-9.644,0,0.0838,0.00732,0.000336,0.0979,0.426,115.298,421400,4
12,0.573,0.82,11,-6.713,1,0.417,0.797,0,0.333,0.718,81.724,264360,4
12,0.675,0.679,6,-7.848,0,0.184,0.00483,2.38E-05,0.101,0.455,90.148,248000,4
1,0.732,0.878,11,-4.56,0,0.352,0.168,0,0.256,0.744,80.052,307427,4
44,0.557,0.894,10,-4.906,0,0.286,0.0926,0,0.111,0.552,74.991,205650,4
0,0.723,0.881,1,-10.849,1,0.365,0.48,0,0.228,0.66,91.904,181733,4
23,0.65,0.777,6,-10.331,0,0.335,0.0611,0,0.0822,0.624,91.377,291648,4
67,0.637,0.912,5,-3.123,1,0.308,0.352,0,0.0657,0.451,116.919,234852,4
0,0.539,0.742,0,-8.737,0,0.0877,0.131,0,0.266,0.749,128.017,238515,4
23,0.964,0.667,11,-12.965,1,0.153,0.0593,0,0.0493,0.627,121.166,289373,4
6,0.533,0.892,7,-7.362,1,0.33,0.875,0,0.638,0.668,93.235,272861,4
13,0.666,0.736,11,-5.639,0,0.254,0.149,0,0.141,0.471,83.785,331213,4
8,0.891,0.683,7,-9.064,1,0.24,0.109,2.40E-06,0.665,0.607,94.015,337373,4
11,0.661,0.727,11,-8.102,0,0.436,0.0627,0,0.114,0.826,88.499,235400,4
6,0.839,0.753,7,-6.875,1,0.187,0.114,0,0.108,0.501,89.936,292160,4
18,0.748,0.723,0,-4.72,0,0.166,0.17,0,0.124,0.457,82.013,271280,4
15,0.72,0.411,4,-14.292,0,0.0657,0.447,0,0.411,0.317,130.001,192601,4
6,0.65,0.413,2,-10.965,1,0.141,0.00372,0,0.429,0.282,157.99,233352,4
23,0.718,0.549,1,-6.208,1,0.0627,0.00542,0.739,0.191,0.374,79.967,229400,4
12,0.68,0.83,5,-3.922,0,0.0926,0.00167,0,0.382,0.636,102.919,310667,4
8,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,166606,4
20,0.791,0.664,1,-11.273,0,0.119,0.242,0,0.325,0.772,104.97,354667,4
0,0.535,0.365,6,-14.464,0,0.07,0.0459,0,0.0841,0.479,149.86,325799,4
14,0.915,0.833,10,-7.407,0,0.368,0.0626,0,0.362,0.758,96.988,128930,4
16,0.804,0.838,11,-5.512,0,0.225,0.262,0,0.245,0.912,93.298,231027,4
0,0.599,0.722,2,-4.789,1,0.334,0.0319,0,0.0564,0.297,94.337,235093,4
35,0.501,0.903,10,-11.192,0,0.0849,0.00974,0.051,0.34,0.767,114.505,234907,4
38,0.7,0.718,4,-7.763,1,0.375,0.00143,0.00568,0.353,0.279,77.087,227240,4
31,0.959,0.458,9,-10.388,1,0.289,0.195,0,0.0617,0.743,121.928,176066,4
52,0.75,0.68,1,-6.596,1,0.387,0.0422,6.34E-05,0.181,0.422,199.967,127227,4
6,0.867,0.505,4,-7.752,0,0.229,0.0364,0,0.244,0.836,82.999,270920,4
22,0.711,0.62,11,-10.174,0,0.211,0.0179,0,0.134,0.804,179.806,217627,4
1,0.517,0.747,6,-4.74,0,0.295,0.0189,7.32E-06,0.0821,0.506,102.033,171980,4
37,0.823,0.577,11,-10.688,0,0.391,0.245,0,0.11,0.41,116.04,405520,4
10,0.69,0.724,1,-5.532,1,0.114,0.0367,0,0.422,0.448,99.926,302987,4
8,0.727,0.912,4,-7.802,0,0.354,0.0901,0,0.286,0.483,155.933,173691,4
12,0.625,0.748,10,-7.718,0,0.745,0.589,0,0.426,0.759,89.024,209841,4
19,0.837,0.774,6,-8.707,1,0.265,0.0267,0,0.365,0.671,91.174,293627,4
10,0.815,0.548,2,-5.822,1,0.456,0.0723,0,0.0827,0.787,87.592,215027,4
13,0.833,0.915,2,-3.867,1,0.183,0.0695,0,0.149,0.875,101.048,168000,4
16,0.596,0.916,5,-4.368,0,0.385,0.134,0,0.0764,0.419,86.422,273680,4
11,0.699,0.625,9,-4.955,1,0.16,0.431,7.28E-06,0.102,0.764,90.026,320107,4
6,0.52,0.847,9,-5.3,1,0.427,0.272,0,0.325,0.799,177.371,302013,4
27,0.883,0.649,10,-5.485,0,0.232,0.0154,0,0.0426,0.521,93.961,283053,4
25,0.623,0.686,9,-7.086,0,0.0363,0.000307,0,0.0926,0.203,137.617,326613,4
50,0.685,0.458,1,-11.343,1,0.0617,0.0647,7.36E-05,0.0936,0.455,139.988,215095,4
7,0.896,0.618,11,-5.267,0,0.264,0.149,0,0.03,0.788,97.961,235241,4
22,0.794,0.822,10,-6.207,0,0.255,0.261,0,0.18,0.821,97.43,196800,4
6,0.747,0.844,4,-3.32,0,0.0711,0.38,0,0.227,0.399,113.327,195160,3
10,0.775,0.727,10,-6.17,0,0.196,0.19,0,0.603,0.7,92.989,262893,4
13,0.93,0.636,7,-6.846,1,0.294,0.0199,1.72E-05,0.0747,0.607,94.888,277093,4
15,0.584,0.942,1,-6.947,1,0.439,0.0371,0,0.382,0.47,99.456,220507,4
17,0.807,0.693,11,-5.483,1,0.424,0.19,0,0.326,0.77,85.825,261907,4
7,0.725,0.885,11,-6.677,1,0.176,0.34,4.54E-05,0.238,0.838,99.24,232213,4
36,0.501,0.666,6,-7.312,0,0.414,0.0596,0,0.123,0.392,163.925,243653,4
43,0.809,0.884,7,-4.061,1,0.227,0.149,0,0.17,0.566,112.024,229918,4
9,0.693,0.825,11,-6.13,0,0.364,0.215,0,0.37,0.768,95.88,229800,4
22,0.723,0.436,1,-6.653,1,0.219,0.1,0,0.0857,0.457,172.078,283429,4
42,0.853,0.54,6,-6.116,0,0.195,0.189,0,0.18,0.481,95.475,251307,4
9,0.712,0.861,5,-7.664,0,0.0394,0.00979,0,0.109,0.833,160.003,267733,4
1,0.899,0.642,2,-3.101,1,0.211,0.035,2.10E-06,0.28,0.543,91.927,228173,4
22,0.925,0.702,6,-1.914,1,0.0842,0.0231,0.000541,0.284,0.685,98.714,205000,4
14,0.637,0.718,0,-9.689,1,0.375,0.01,0.000877,0.0568,0.709,90.554,142200,1
24,0.679,0.689,1,-6.221,1,0.0671,0.0649,0,0.0824,0.378,89.996,257093,4
22,0.808,0.475,2,-8.636,1,0.287,0.483,0,0.279,0.405,140.028,245499,4
25,0.671,0.522,11,-12.255,1,0.361,0.206,0,0.126,0.196,88.269,207412,4
9,0.794,0.633,0,-6.156,1,0.0649,0.143,0,0.128,0.357,145.924,291893,4
32,0.818,0.8,7,-6.903,1,0.274,0.444,0.00192,0.0568,0.723,82.975,235360,4
0,0.62,0.713,11,-5.099,0,0.38,0.187,0,0.328,0.549,86.793,179800,4
17,0.635,0.834,7,-5.035,1,0.32,0.049,0,0.435,0.633,96.833,224013,4
0,0.744,0.633,9,-7.329,0,0.151,0.498,0,0.0918,0.742,99.892,254293,4
2,0.846,0.497,6,-10.174,0,0.419,0.146,0,0.0733,0.796,134.875,261321,4
0,0.747,0.817,5,-4.435,0,0.0409,0.572,0.00094,0.134,0.906,102.982,170835,4
22,0.798,0.724,9,-4.293,0,0.252,0.131,0,0.0766,0.601,97.376,246533,4
2,0.809,0.675,8,-5.807,1,0.243,0.232,0,0.0695,0.847,91.132,253213,4
46,0.793,0.395,1,-5.578,1,0.385,0.277,1.40E-05,0.109,0.128,76.984,213287,4
13,0.722,0.788,10,-7.203,0,0.22,0.0701,0,0.352,0.562,104.948,191333,4
20,0.747,0.858,9,-5.726,0,0.333,0.255,0,0.0966,0.576,95.013,277427,4
17,0.598,0.457,9,-6.081,0,0.0602,0.661,0.000331,0.146,0.225,146.052,110886,4
5,0.666,0.782,1,-6.211,1,0.303,0.00461,0,0.0977,0.361,176.367,272547,4
11,0.624,0.738,6,-4.952,1,0.188,0.285,0,0.702,0.764,145.92,197303,4
34,0.616,0.602,2,-9.373,1,0.256,0.126,0.0013,0.189,0.307,170.046,78000,4
9,0.718,0.655,8,-5.189,1,0.199,0.0134,0,0.0789,0.503,95.737,244068,4
19,0.691,0.817,6,-5.803,1,0.3,0.368,0,0.132,0.607,90.958,234053,4
0,0.764,0.453,6,-9.589,0,0.0516,0.786,0,0.548,0.591,110.993,313825,4
1,0.882,0.602,11,-5.554,1,0.245,0.0177,0,0.178,0.43,142.959,183011,4
10,0.835,0.588,11,-7.437,0,0.157,0.0225,0,0.0943,0.551,92.975,144523,4
26,0.603,0.985,7,-3.074,1,0.244,0.166,0,0.282,0.57,149.959,261099,4
0,0.798,0.545,1,-7.921,1,0.188,0.102,0,0.0683,0.509,94.221,201067,4
0,0.737,0.796,10,-9.644,0,0.0838,0.00732,0.000336,0.0979,0.426,115.298,421400,4
10,0.516,0.485,7,-10.074,0,0.0929,0.253,0,0.62,0.56,142.613,254067,4
6,0.748,0.387,0,-11.091,1,0.21,0.154,0,0.79,0.527,139.166,169718,4
43,0.939,0.518,6,-8.141,0,0.434,0.00164,0,0.108,0.514,129.096,194727,4
1,0.607,0.787,11,-8.077,0,0.413,0.177,0,0.135,0.605,78.666,272405,4
0,0.871,0.493,10,-7.558,0,0.161,0.0196,0,0.0926,0.489,90.012,258107,4
19,0.783,0.633,11,-6.983,0,0.291,0.0969,0.000994,0.154,0.913,100.428,174800,4
1,0.505,0.562,4,-10.897,1,0.0325,0.477,0.000131,0.121,0.384,127.612,255560,4
10,0.668,0.751,1,-3.915,1,0.0368,0.04,0,0.0718,0.464,149.911,205067,4
19,0.859,0.73,1,-7.225,1,0.234,0.0533,0,0.151,0.133,86.006,214213,4
2,0.722,0.564,0,-7.476,0,0.0668,0.0162,0.176,0.351,0.553,136.039,287187,4
1,0.724,0.894,0,-11.144,1,0.0471,0.304,0.745,0.0951,0.727,95.03,84267,4
58,0.752,0.723,5,-5.078,0,0.48,0.159,0,0.236,0.29,139.898,179260,4
19,0.683,0.976,8,-5.159,0,0.247,0.411,0,0.446,0.496,93.187,182101,4
32,0.914,0.809,9,-3.538,1,0.173,0.163,0,0.0719,0.966,140.105,276865,4
8,0.742,0.78,8,-5.092,1,0.125,0.397,1.66E-05,0.153,0.582,142.06,230609,4
48,0.607,0.606,0,-5.441,0,0.681,0.213,0,0.0853,0.292,79.881,141124,4
5,0.496,0.626,1,-7.086,1,0.416,0.0147,0,0.152,0.0916,178.12,298191,4
22,0.854,0.611,10,-5.639,0,0.114,0.126,1.16E-06,0.366,0.791,102.04,187733,4
14,0.583,0.721,2,-7.325,1,0.0804,0.0375,2.37E-06,0.217,0.601,118.613,213773,4
5,0.596,0.91,7,-3.203,1,0.115,0.0205,0,0.182,0.631,143.104,240099,4
9,0.881,0.678,10,-5.59,0,0.174,0.000804,0.000101,0.103,0.457,98.97,249680,4
15,0.941,0.547,10,-6.254,0,0.0591,0.0356,0,0.0934,0.526,133.01,215413,4
5,0.281,0.58,1,-6.654,1,0.0492,0.00426,0,0.324,0.0674,144.462,205222,4
0,0.679,0.595,9,-10.093,0,0.175,0.0611,0.0026,0.625,0.704,75.987,222973,4
7,0.765,0.473,5,-10.306,0,0.0404,0.524,0.513,0.102,0.227,89.98,226893,4
8,0.572,0.786,0,-5.76,1,0.043,0.0112,2.60E-05,0.0745,0.482,199.836,267320,4
8,0.661,0.458,8,-9.718,1,0.293,0.14,0,0.139,0.759,70.018,215144,4
5,0.654,0.917,7,-5.546,1,0.352,0.0556,0,0.0788,0.591,78.162,236600,4
5,0.624,0.723,1,-6.782,1,0.378,0.172,0,0.484,0.757,84.789,216933,4
8,0.612,0.864,1,-5.68,1,0.236,0.00136,0,0.129,0.608,190.025,254000,4
5,0.822,0.503,2,-11.844,0,0.33,0.554,0.0134,0.151,0.699,92.034,200817,4
16,0.623,0.728,9,-8.919,0,0.433,0.828,3.96E-05,0.196,0.53,88.9,250760,4
45,0.819,0.608,8,-6.374,1,0.0706,0.0465,0.0246,0.0801,0.176,140.06,232784,4
5,0.565,0.782,2,-4.187,0,0.34,0.448,0,0.0769,0.427,170.023,304667,4
20,0.784,0.671,10,-9.253,0,0.301,0.497,0,0.142,0.755,96.057,398867,4
9,0.81,0.689,8,-10.603,1,0.0599,0.516,0.000229,0.145,0.895,114.967,207377,4
6,0.702,0.383,11,-10.399,0,0.0797,0.364,0.000266,0.103,0.452,130.511,375211,4
28,0.772,0.555,2,-8.431,1,0.113,0.0625,0,0.238,0.622,105.007,236027,4
24,0.6,0.597,6,-8.8,1,0.162,0.12,0,0.0772,0.476,81.752,204693,4
10,0.598,0.444,5,-8.792,0,0.0593,0.343,0,0.185,0.302,113.953,272800,4
3,0.748,0.81,1,-4.867,1,0.311,0.121,0,0.213,0.591,99.176,314773,4
5,0.448,0.51,2,-8.38,1,0.327,0.153,9.47E-06,0.123,0.189,72.051,214528,4
1,0.761,0.899,10,-3.09,0,0.183,0.0137,0,0.0719,0.673,95.021,217587,4
14,0.733,0.789,6,-8.751,1,0.154,0.087,1.09E-06,0.189,0.856,125.297,42880,5
29,0.648,0.461,6,-5.247,1,0.0497,0.126,0.743,0.0974,0.545,171.312,152187,4
11,0.926,0.542,1,-5.064,1,0.293,0.135,0,0.0877,0.564,135.14,181929,4
0,0.956,0.538,1,-11.675,0,0.292,0.00813,4.51E-06,0.153,0.536,104.001,271347,4
15,0.708,0.472,7,-8.872,1,0.129,0.0244,0,0.891,0.627,85.009,205871,4
7,0.677,0.654,1,-6.711,1,0.269,0.182,0,0.117,0.494,149.914,233280,4
2,0.567,0.561,5,-7.044,0,0.403,0.326,0,0.125,0.886,170.908,271600,4
24,0.916,0.594,7,-6.404,1,0.321,0.0632,0,0.04,0.69,97.994,256987,4
9,0.777,0.42,10,-6.309,1,0.138,0.0401,3.24E-06,0.111,0.208,173.902,166627,4
10,0.679,0.848,11,-6.57,0,0.301,0.0285,0,0.205,0.486,188.275,272187,3
32,0.53,0.838,10,-6.905,0,0.351,0.348,0,0.0721,0.572,77.755,300067,4
2,0.624,0.766,9,-6.31,1,0.396,0.00494,0,0.107,0.714,91.727,262640,4
0,0.46,0.697,6,-5.954,0,0.325,0.0186,0,0.362,0.701,153.426,202120,4
16,0.7,0.598,2,-7.783,1,0.114,0.0369,0,0.111,0.594,160.041,228453,4
34,0.687,0.796,7,-6.713,1,0.168,0.0989,2.31E-05,0.398,0.37,94.623,211867,4
11,0.361,0.928,2,-2.664,0,0.362,0.0448,0,0.12,0.84,86.698,230740,4
0,0.731,0.978,4,-7.661,1,0.0705,0.000807,0.0197,0.0881,0.489,133.983,295987,4
6,0.881,0.968,6,-4.651,1,0.221,0.169,0.37,0.443,0.729,107.519,222880,4
11,0.721,0.662,7,-8.136,1,0.403,0.0888,0,0.178,0.68,94.191,285947,4
0,0.557,0.497,1,-7.03,0,0.0702,0.00622,0,0.0938,0.187,139.947,191983,4
15,0.578,0.678,8,-8.585,0,0.393,0.842,0.0139,0.342,0.548,92.598,232280,4
5,0.542,0.744,6,-7.1,1,0.376,0.0465,0,0.194,0.378,82.743,208467,4
33,0.908,0.587,9,-7.339,1,0.103,0.000357,4.87E-05,0.0779,0.387,150.008,177640,4
40,0.633,0.812,1,-7.379,1,0.405,0.0406,0,0.366,0.623,77.547,280008,4
0,0.888,0.561,7,-9.191,1,0.295,0.0241,0.000403,0.103,0.253,133.001,231600,4
1,0.762,0.806,10,-15.288,0,0.23,0.374,0,0.237,0.754,90.058,217373,4
10,0.712,0.498,11,-8.97,1,0.072,0.177,3.82E-05,0.101,0.567,80.984,238165,4